Issuer Ticker,Issuer Name,Sales - 1 Yr Growth,Profit Margin,Return on Assets,Offer Size (M),Shares Outstanding (M),Offer Price,Offer To 1st Close,Market Cap at Offer (M),Trade Date (US),cusip,Cash Flow per Share,Offer Size (M).1,Shares Outstanding (M).1,Instit Owner (% Shares Out),Instit Owner (Shares Held),Filing Term Price Range,Priced Range,Industry Sector,Industry Group,Industry Subgroup,Underpriced
PUMP,ProPetro Holding Corp,10.8,-6.2,-2.7,402.5,83.0399,14.0,3.571428537,1162.56,3/17/2017,74347M108,1.5,402.5,83.0399,83.7548,95852600.0,16 - 19,Priced Below Range,2.0,29.0,46.0,0
PVT/U,KLDiscovery Inc,10.6,-18.8,-8.9,230.0,23.0,10.0,1.0,230.0,1/31/2019,72583A200,0.2,230.0,23.0,40.2685,23275200.0,10-Oct,Priced Within Range,1.0,5.0,81.0,0
PVTL,Pivotal Software Inc,29.0,-21.5,-7.3,638.25,80.3721,15.0,4.866666794,3838.3,4/20/2018,72582H107,-0.0242144,638.25,80.3721,0.025967,27419.3,14 - 16,Priced Within Range,1.0,5.0,82.0,0
PXLW,Pixelworks Inc,34.8,-35.9,-21.1,57.5,35.5036,10.0,8.90625,355.04,5/19/2000,72581M305,-0.1,57.5,35.5036,26.3991,14481500.0,14-Dec,Priced Below Range,1.0,4.0,4.0,0
PZN,Pzena Investment Management In,43.8,9.3,5.0,109.8,6.11177,18.0,11.61111069,110.01,10/25/2007,74731Q103,4.4,109.8,6.11177,69.8161,11684700.0,16 - 18,Priced Within Range,3.0,26.0,39.0,0
QBAK,Qualstar Corp,-39.7,-15.5,-0.0698742,17.5,12.526,7.0,10.26785755,87.68,6/23/2000,74758R307,-0.0602597,17.5,12.526,0.779221,15000.0,9-Jul,Priced Within Range,1.0,1.0,234.0,0
QCCO,QC Holdings Inc,-16.2,-3.6,0.1,80.5,20.371,14.0,8.571428299,285.19,7/16/2004,74729T101,0.1,80.5,20.371,3.3601,582407.0,14 - 16,Priced Within Range,0.0,7.0,115.0,0
QES,KLX Energy Services Inc,-19.8,-15.5,-30.4,96.321,33.4128,10.0,-10.0,334.128,2/9/2018,74875T103,1.0,96.321,33.4128,9.74852,3290710.0,15-Dec,Priced Below Range,2.0,28.0,198.0,0
QLIK,Qlik Technologies Inc,10.0,-5.9,-4.3,128.8,76.6376,10.0,28.0,766.376,7/16/2010,74733T105,0.6,128.8,76.6376,0.0462683,43915.0,8.50 - 9.50,Priced Above Range,1.0,5.0,81.0,1
QLYS,Qualys Inc,13.2,17.2,13.5,104.536,31.1873,12.0,18.0,374.25,9/28/2012,74758T303,5.1,104.536,31.1873,101.062,38391300.0,13-Nov,Priced Within Range,1.0,1.0,127.0,0
QNST,QuinStreet Inc,0.6,-0.9,-3.0,150.0,44.9126,15.0,0.0,673.69,2/11/2010,74874Q100,0.5,150.0,44.9126,93.9015,50369100.0,17 - 19,Priced Below Range,4.0,8.0,219.0,0
QTNA,Quantenna Communications Inc,25.0,1.4,2.1,108.408,32.8566,16.0,-3.125,525.706,10/28/2016,74766D100,0.6,108.408,32.8566,3.12211,1205480.0,14 - 16,Priced Within Range,4.0,23.0,34.0,0
QTRX,Quanterix Corp,27.9,-52.1,-15.4,73.7475,21.8209,15.0,16.46666718,327.313,12/7/2017,74766Q101,-1.3,73.7475,21.8209,95.2267,35286000.0,14 - 16,Priced Within Range,0.0,22.0,32.0,0
QTS,QTS Realty Trust Inc,12.1,2.9,0.2,295.837,28.8112,21.0,0.0,605.04,10/9/2013,74736A103,6.2,295.837,28.8112,20.7015,15934500.0,27 - 30,Priced Below Range,3.0,3.0,13.0,0
QTWO,Q2 Holdings Inc,23.8,-22.6,-7.5,116.025,33.114,13.0,16.69230843,430.48,3/20/2014,74736L109,0.5,116.025,33.114,118.534,68177100.0,13-Nov,Priced Within Range,4.0,8.0,169.0,0
QUOT,Quotient Technology Inc,16.9,-8.7,-15.0,193.2,74.2448,16.0,87.5,1187.92,3/7/2014,749119103,0.2,193.2,74.2448,87.7851,84887800.0,14-Dec,Priced Above Range,4.0,19.0,235.0,1
RAIL,FreightCar America Inc,87.2,-20.4,-4.9,185.725,12.5327,19.0,10.68421078,238.12,4/6/2005,357023100,-2.6,185.725,12.5327,33.9214,5842390.0,16 - 18,Priced Above Range,8.0,42.0,88.0,1
RAPT,RAPT Therapeutics Inc,-24.3,-1814.9,-33.6,38.7288,21.5073,12.0,8.333333015,258.088,10/31/2019,7.54E+113,-2.2,38.7288,21.5073,121.658,36388800.0,14-Dec,Priced Within Range,0.0,21.0,29.0,0
RARE,Ultragenyx Pharmaceutical Inc,29.6,-129.2,-43.7,139.115,29.9259,21.0,101.1904755,628.44,1/31/2014,90400D108,-5.0,139.115,29.9259,118.609,83151800.0,19 - 20,Priced Above Range,0.0,21.0,29.0,1
RARX,Ra Pharmaceuticals Inc,20.0,-3422.9,-40.8,105.386,22.5462,13.0,0.0,293.101,10/26/2016,74933V108,-1.9,105.386,22.5462,0.639286,302567.0,14-Dec,Priced Within Range,0.0,13.0,15.0,0
RAX,Rackspace Technology Global In,11.5,6.3,8.1,187.5,115.445,12.5,-19.92000008,1443.06,8/8/2008,750086100,4.2,187.5,115.445,0.114581,228082.0,16-Dec,Priced Within Range,1.0,5.0,82.0,0
RBB,RBB Bancorp,8.2,39.7,1.6,86.25,15.6856,23.0,1.521739125,360.769,7/26/2017,74930B105,10.4,86.25,15.6856,40.3585,7672830.0,22 - 24,Priced Within Range,3.0,9.0,70.0,0
RBC,RBC Bearings Inc,54.8,6.9,2.4,152.702,15.468,14.5,5.310344696,224.29,8/10/2005,75524B104,6.6,152.702,15.468,114.785,33307500.0,14 - 16,Priced Within Range,8.0,50.0,119.0,0
RBCN,Rubicon Technology Inc,-9.0,-17.9,3.9,107.87,19.2396,14.0,25.0,269.35,11/16/2007,78112T206,-0.1,107.87,19.2396,27.9238,687729.0,14-Dec,Priced Within Range,1.0,4.0,4.0,0
RBKB,Rhinebeck Bancorp Inc,-2.9,24.6,0.7,47.873,0.0,10.0,17.5,0.0,1/17/2019,762093102,0.7,47.873,0.0,19.6223,2214290.0,10-Oct,Priced Within Range,3.0,9.0,121.0,0
RC,Ready Capital Corp,21.8,20.7,2.0,120.062,7.9708,21.25,-6.117647171,169.38,2/8/2013,75574U101,-0.5,120.062,7.9708,53.1679,58757400.0,21.25 - 21.25,Priced Within Range,3.0,3.0,6.0,0
RCUS,Arcus Biosciences Inc,393.9,13.8,7.1,138.0,43.7505,15.0,13.33333302,656.258,3/15/2018,03969F109,-3.6,138.0,43.7505,93.1018,67412900.0,13 - 15,Priced Within Range,0.0,21.0,29.0,0
RDFN,Redfin Corp,116.9,-5.7,-10.3,159.236,80.9215,15.0,44.66666794,1213.82,7/28/2017,75737F108,-2.8,159.236,80.9215,98.586,107211000.0,14-Dec,Priced Above Range,3.0,34.0,130.0,1
REAL,RealReal Inc/The,55.9,-50.4,-29.8,345.0,84.9507,20.0,44.5,1699.01,6/28/2019,88339P101,-1.5,345.0,84.9507,85.9076,84245900.0,17 - 19,Priced Above Range,4.0,8.0,138.0,1
REDEQ,Red Envelope Inc,7.1,-2.9,-52.6,30.8,8.50457,14.0,3.928571463,119.06,9/25/2003,75733R601,0.6,30.8,8.50457,0.000314868,30.0,16-Dec,Priced Within Range,5.0,17.0,181.0,0
REGI,Renewable Energy Group Inc,51.7,6.5,8.4,72.0,7.2,10.0,1.0,72.0,1/19/2012,75972A301,-0.3,72.0,7.2,34.2077,17277400.0,13 - 15,Priced Below Range,2.0,15.0,19.0,0
RESN,Resonant Inc,-31.0,-1651.5,-117.7,18.63,6.8927,6.0,51.66666794,41.36,5/29/2014,76118L102,-0.3,18.63,6.8927,8.17024,5489260.0,6-Jun,Priced Within Range,4.0,23.0,126.0,0
RETA,Reata Pharmaceuticals Inc,27.4,-2588.2,-47.4,69.575,7.6434,11.0,18.81818199,84.0774,5/26/2016,75615P103,-6.4,69.575,7.6434,102.331,32469900.0,14 - 16,Priced Below Range,0.0,13.0,15.0,0
REVG,REV Group Inc,4.5,1.8,0.5,316.25,63.6972,22.0,13.63636398,1401.34,1/27/2017,749527107,2.5,316.25,63.6972,102.213,60636200.0,19 - 21,Priced Above Range,5.0,55.0,229.0,1
REXR,Rexford Industrial Realty Inc,37.1,28.3,2.1,230.328,25.2393,14.0,0.285714299,353.35,7/19/2013,76169C100,1.6,230.328,25.2393,105.337,205399000.0,13 - 15,Priced Within Range,3.0,3.0,13.0,0
REYN,Reynolds Consumer Products Inc,8.9,9.1,5.3,1410.38,209.701,26.0,9.807692528,5452.23,1/31/2020,76171L106,1.4,1410.38,209.701,36.0667,75690500.0,25 - 28,Priced Within Range,0.0,62.0,236.0,0
RGNX,REGENXBIO Inc,204.3,27.1,8.7,159.39,26.2957,22.0,38.40909195,557.715,9/17/2015,75901B107,5.1,159.39,26.2957,95.3586,41284200.0,22 - 22,Priced Within Range,0.0,21.0,29.0,0
RGP,Resources Connection Inc,27.8,8.3,13.8,78.0,20.63,12.0,33.33333206,247.56,12/15/2000,76122Q105,1.5,78.0,20.63,87.4376,29510900.0,14-Dec,Priced Within Range,0.0,7.0,73.0,0
RH,RH,31.9,18.3,14.0,142.536,36.9715,24.0,29.58333397,887.32,11/2/2012,74967X103,31.1,142.536,36.9715,92.7573,22007300.0,22 - 24,Priced Within Range,5.0,17.0,210.0,0
RIGL,Rigel Pharmaceuticals Inc,37.3,-12.0,-54.6,40.25,37.8192,7.0,1.5625,264.734,11/29/2000,766559603,0.0344767,40.25,37.8192,78.4212,135540000.0,8-Jul,Priced Within Range,0.0,21.0,29.0,0
RKDA,Arcadia Biosciences Inc,-15.6,-216.2,-37.2,68.2264,43.5036,8.0,-8.75,348.029,5/15/2015,39014204,-1.2,68.2264,43.5036,13.6846,3372300.0,8-Aug,Priced Within Range,0.0,21.0,141.0,0
RKT,Rocket Cos Inc,-17.1,2.3,0.3,2070.0,115.373,18.0,19.5,2076.71,8/6/2020,77311W101,-25.1,2070.0,115.373,64.7189,78813800.0,20 - 22,Priced Below Range,3.0,26.0,170.0,0
RLAY,Relay Therapeutics Inc,-96.3,-12012.9,-31.5,460.0,89.8757,20.0,75.25,1797.51,7/16/2020,75943R102,-0.7,460.0,89.8757,102.752,124221000.0,18 - 19,Priced Above Range,0.0,21.0,29.0,1
RLJ,RLJ Lodging Trust,66.0,-38.8,0.1,568.71,106.322,18.0,-1.777777791,1913.8,5/11/2011,74965L101,0.2,568.71,106.322,95.3699,154551000.0,19 - 21,Priced Below Range,3.0,3.0,63.0,0
RM,Regional Management Corp,14.5,20.7,4.7,72.45,12.4867,15.0,9.666666985,187.3,3/28/2012,75902K106,18.8,72.45,12.4867,89.662,8594810.0,17 - 19,Priced Below Range,3.0,26.0,152.0,0
RMAX,RE/MAX Holdings Inc,23.9,-4.7,1.4,253.0,11.6188,22.0,22.72727203,255.61,10/2/2013,75524W108,2.2,253.0,11.6188,101.682,18552400.0,19 - 21,Priced Above Range,3.0,34.0,130.0,1
RMBI,Richmond Mutual BanCorp Inc,3.3,25.5,0.9,130.266,0.0,10.0,36.5,0.0,7/2/2019,76525P100,-0.8,130.266,0.0,18.8832,2227310.0,10-Oct,Priced Within Range,3.0,9.0,44.0,0
RMP,RM Partners LP,46.1,60.3,8.9,474.375,32.5036,16.5,-1.212121248,474.434,12/17/2014,762819100,1.6,474.375,32.5036,0.305117,312207.0,19 - 21,Priced Below Range,2.0,29.0,46.0,0
RNA,Avidity Biosciences Inc,37.4,-1265.3,-41.5,298.08,37.5108,18.0,58.33333206,675.194,6/12/2020,05370A108,-2.2,298.08,37.5108,99.0493,53944800.0,17 - 18,Priced Within Range,0.0,21.0,29.0,0
RNDB,Randolph Bancorp Inc,-29.0,17.8,0.5,56.868,0.0,10.0,21.89875031,0.0,7/1/2016,752378109,25.5,56.868,0.0,47.7268,2483100.0,10-Oct,Priced Within Range,3.0,9.0,10.0,0
RNET,RigNet Inc,-14.4,-22.0,-21.1,69.0,15.2946,12.0,4.583333492,183.54,12/15/2010,766582100,1.5,69.0,15.2946,28.7172,6035210.0,14 - 16,Priced Below Range,4.0,23.0,143.0,0
RNG,RingCentral Inc,34.7,-23.5,-25.6,112.125,8.625,13.0,40.0,112.12,9/27/2013,76680R206,1.6,112.125,8.625,123.465,106075000.0,13-Nov,Priced Within Range,1.0,5.0,122.0,0
RNGR,Ranger Energy Services Inc,56.0,2.9,8.5,85.0005,8.4132,14.5,-1.931034446,121.991,8/11/2017,75282U104,-3.3,85.0005,8.4132,99.3197,24704700.0,16 - 18,Priced Below Range,2.0,29.0,46.0,0
ROAD,Construction Partners Inc,15.9,2.2,1.8,143.4,11.95,12.0,0.833333314,614.01,5/4/2018,21044C107,0.9,143.4,11.95,109.247,45003100.0,15 - 17,Priced Below Range,8.0,32.0,237.0,0
ROKA,Sorrento Tech Inc,21.0,-425.1,-73.1,60.0,17.632,12.0,0.0,211.58,7/17/2014,83587V108,-10.3,60.0,17.632,0.0747321,3741.0,14 - 16,Priced Below Range,0.0,21.0,29.0,0
ROKU,Roku Inc,55.4,8.7,-5.7,252.255,94.7485,14.0,67.85713959,219.352,9/28/2017,77543R102,1.7,252.255,94.7485,76.482,93189200.0,14-Dec,Priced Within Range,4.0,8.0,167.0,0
ROOT,Root Inc/OH,-0.4,-150.8,-33.8,724.432,59.9428,27.0,0.0,1618.46,10/28/2020,77664L207,-29.1,724.432,59.9428,98.4248,8956660.0,22 - 25,Priced Above Range,3.0,18.0,25.0,1
ROX,Castle Brands Inc,6.6,5.9,7.4,31.5,12.0035,9.0,0.0,108.03,4/6/2006,148435100,-0.0512601,31.5,12.0035,0.153919,262236.0,10-Aug,Priced Within Range,5.0,58.0,238.0,0
RP,RealPage Inc,17.2,4.0,1.4,155.595,62.305,11.0,32.0,685.36,8/12/2010,75606N109,2.8,155.595,62.305,0.905898,924845.0,13 - 15,Priced Below Range,1.0,5.0,5.0,0
RPAI,Retail Properties of America I,-10.7,3.3,0.5,292.56,85.1276,8.0,9.375,681.02,4/5/2012,76131V202,0.8,292.56,85.1276,47.9313,102956000.0,12-Oct,Priced Below Range,3.0,3.0,120.0,0
RPD,Rapid7 Inc,30.1,-27.3,-12.3,118.68,38.7524,16.0,58.0,604.558,7/17/2015,753422104,0.9,118.68,38.7524,111.472,66031300.0,13 - 15,Priced Above Range,1.0,1.0,127.0,1
RPLA/U,Replay Acquisition Corp,-72.3,-89.7,-0.3,287.5,28.75,10.0,0.5,287.5,4/4/2019,N.A.,-0.0257352,287.5,28.75,0.0113809,4090.0,10-Oct,Priced Within Range,3.0,26.0,170.0,0
RPRX,Royalty Pharma PLC,7.8,27.0,2.8,2501.35,362.207,28.0,58.92856979,10141.8,6/16/2020,N.A.,4.8,2501.35,362.207,84.8429,374246000.0,25 - 28,Priced Within Range,0.0,21.0,29.0,0
RPXC,RPX Corp,-0.8,-23.9,-13.0,184.205,44.8529,19.0,25.68420982,852.21,5/4/2011,74972G103,3.6,184.205,44.8529,0.919822,459303.0,16 - 18,Priced Above Range,0.0,7.0,45.0,1
RRBI,Red River Bancshares Inc,1.2,34.2,1.1,31.05,7.3002,45.0,11.66666698,328.509,5/3/2019,75686R202,8.5,31.05,7.3002,19.7778,1420820.0,42 - 46,Priced Within Range,3.0,9.0,91.0,0
RRGB,Red Robin Gourmet Burgers Inc,33.7,-4.3,-6.1,65.256,15.0257,12.0,1.833333373,180.31,7/19/2002,75689M101,3.0,65.256,15.0257,82.8205,13191700.0,14 - 16,Priced Below Range,5.0,17.0,33.0,0
RRR,Red Rock Resorts Inc,36.8,14.9,7.8,579.289,41.4282,19.5,-4.102564335,759.554,4/27/2016,75700L108,8.8,579.289,41.4282,103.562,60066700.0,18 - 21,Priced Within Range,5.0,16.0,239.0,0
RRTS,Roadrunner Transportation Syst,-16.6,-18.4,-44.7,154.055,29.9388,14.0,-1.785714269,419.14,5/13/2010,76973Q204,-3.0,154.055,29.9388,0.206951,78419.0,14 - 16,Priced Within Range,8.0,54.0,212.0,0
RSLS,ReShape Lifesciences Inc,756.4,-455.3,-87.6,75.0,15.9535,15.0,0.0,239.303,10/6/2016,76090R101,-1.2,75.0,15.9535,16.0856,3888920.0,14 - 16,Priced Within Range,0.0,22.0,61.0,0
RSPP,RSP Permian Inc,132.4,28.3,4.6,448.5,72.5,19.5,3.333333254,1413.75,1/17/2014,74978Q105,3.2,448.5,72.5,0.582368,928428.0,19 - 21,Priced Within Range,2.0,28.0,43.0,0
RST,Rosetta Stone Inc,5.2,-7.0,-10.4,129.375,20.3145,18.0,39.55555725,365.66,4/16/2009,777780107,0.7,129.375,20.3145,33.1457,7995060.0,15 - 17,Priced Above Range,1.0,5.0,24.0,1
RTLR,Rattler Midstream LP,-6.5,9.2,2.0,764.75,43.7,17.5,9.942856789,764.75,5/23/2019,75419T103,6.1,764.75,43.7,24.1085,9268580.0,16 - 19,Priced Within Range,2.0,2.0,2.0,0
RTWIQ,RTW Retailwinds Inc,-7.4,-7.4,-17.5,195.5,52.4809,17.0,13.52941132,892.18,10/7/2004,74980D100,-0.3,195.5,52.4809,5.36444,3459640.0,14 - 16,Priced Above Range,5.0,17.0,23.0,1
RUN,Sunrun Inc,74.5,-4.9,0.4,250.6,96.9739,14.0,-23.0714283,1357.63,8/5/2015,86771W105,-3.9,250.6,96.9739,101.37,216023000.0,13 - 15,Priced Within Range,2.0,15.0,19.0,0
RUTH,Ruth's Hospitality Group Inc,54.5,9.8,7.9,269.1,22.4124,18.0,15.0,403.42,8/9/2005,783332109,2.3,269.1,22.4124,104.109,34566300.0,15 - 17,Priced Above Range,5.0,17.0,33.0,1
RVBD,Riverbed Technology Inc,4.6,6.5,3.7,98.3806,66.054,9.75,56.92307663,644.03,9/20/2006,768573107,1.4,98.3806,66.054,3.86628,6100280.0,7 - 8.50,Priced Above Range,1.0,5.0,81.0,1
RVLP,RVL Pharmaceuticals PLC,-90.1,-370.9,-24.5,53.5325,52.1546,7.0,16.4285717,365.082,10/18/2018,N.A.,-0.8,53.5325,52.1546,52.4124,51968900.0,7-Jul,Priced Within Range,0.0,21.0,29.0,0
RVLV,Revolve Group Inc,53.5,11.2,15.4,243.529,12.2059,18.0,88.8888855,219.706,6/7/2019,76156B107,0.8,243.529,12.2059,147.527,60100300.0,16 - 18,Priced Within Range,4.0,8.0,138.0,0
RVMD,REVOLUTION Medicines Inc,-31.6,-636.5,-31.3,273.7,59.0023,17.0,70.0,1003.04,2/13/2020,76155X100,-2.0,273.7,59.0023,100.41,89155200.0,16 - 17,Priced Within Range,0.0,21.0,29.0,0
RVNC,Revance Therapeutics Inc,407.6,-361.5,-42.3,110.4,17.7798,16.0,67.8125,284.48,2/6/2014,761330109,-3.2,110.4,17.7798,98.7368,81234300.0,14 - 16,Priced Within Range,0.0,13.0,162.0,0
RXT,Rackspace Technology Inc,11.1,-7.2,-3.1,703.5,204.082,21.0,-21.95238113,4285.73,8/5/2020,750102105,1.7,703.5,204.082,104.788,221217000.0,21 - 24,Priced Within Range,1.0,5.0,82.0,0
RYI,Ryerson Holding Corp,63.7,5.1,20.9,121.0,32.0375,11.0,-6.363636494,352.41,8/8/2014,783754104,0.9,121.0,32.0375,96.3087,35646600.0,12-Nov,Priced Within Range,8.0,50.0,240.0,0
SABA,Saba Software Inc,6.4,-6.2,-14.6,60.0,42.8512,15.0,120.0,642.77,4/7/2000,784932600,0.1,60.0,42.8512,0.0172063,5125.0,14-Dec,Priced Above Range,1.0,5.0,81.0,1
SABR,Sabre Corp,26.5,-54.9,-8.8,721.28,264.555,16.0,3.125,4232.88,4/17/2014,78573M104,-1.2,721.28,264.555,118.498,389101000.0,18 - 20,Priced Below Range,0.0,7.0,115.0,0
SACH,Sachem Capital Corp,63.5,43.7,4.4,13.0,11.1332,5.0,0.800000012,55.666,2/10/2017,78590A109,1.0,13.0,11.1332,14.0549,5733780.0,5-May,Priced Within Range,3.0,3.0,6.0,0
SAFE,Safehold Inc,20.3,39.1,2.8,205.0,18.19,20.0,-5.0,363.8,6/22/2017,78645L100,0.4,205.0,18.19,103.111,64121800.0,19 - 21,Priced Within Range,3.0,3.0,50.0,0
SAFT,Safety Insurance Group Inc,4.5,14.7,3.5,72.0,14.36,12.0,7.5,172.32,11/22/2002,78648T100,9.5,72.0,14.36,106.215,15653600.0,13 - 14,Priced Below Range,3.0,18.0,25.0,0
SAIL,Sailpoint Technologies Holding,20.1,-14.0,-8.4,276.0,87.0543,12.0,8.333333015,1044.65,11/17/2017,78781P105,-0.0103276,276.0,87.0543,30.4096,28832100.0,11-Sep,Priced Above Range,1.0,5.0,81.0,1
SALE,RetailMeNot Inc,12.5,0.7,-0.3,219.544,50.207,21.0,31.90476227,1054.35,7/19/2013,76132B106,0.8,219.544,50.207,0.00395381,1912.0,20 - 22,Priced Within Range,4.0,8.0,9.0,0
SAMG,Silvercrest Asset Management G,21.8,11.1,10.4,60.6023,5.5093,11.0,7.545454502,60.6,6/27/2013,828359109,4.5,60.6023,5.5093,89.6066,8626840.0,14-Dec,Priced Below Range,3.0,26.0,39.0,0
SAR,Saratoga Investment Corp,22.7,64.6,1.8,108.75,8.29138,15.0,-1.666666627,124.37,3/23/2007,80349A208,-17.7,108.75,8.29138,19.7897,2355010.0,15 - 15,Priced Within Range,3.0,24.0,37.0,0
SAVE,Spirit Airlines Inc,78.4,-14.6,-4.3,190.278,72.0812,12.0,-3.75,864.97,5/26/2011,848577102,1.9,190.278,72.0812,68.6792,74762200.0,13-Dec,Priced Within Range,5.0,37.0,67.0,0
SBE/U,ChargePoint Holdings Inc,64.5,-54.8,-34.3,314.118,31.4118,10.0,0.0,314.118,7/26/2019,87105M201,-0.5,314.118,31.4118,0.00272676,8351.0,10-Oct,Priced Within Range,8.0,52.0,135.0,0
SBG/U,Owlet Inc,0.5,-94.5,-59.5,230.0,23.0,10.0,0.5,230.0,9/15/2020,799793203,-0.6,230.0,23.0,14.436,3320290.0,10-Oct,Priced Within Range,0.0,22.0,241.0,0
SBNY,Signature Bank/New York NY,15.1,45.8,1.1,83.7,0.0,15.5,25.61290359,0.0,3/23/2004,82669G104,15.2,83.7,0.0,105.159,66173500.0,14 - 16,Priced Within Range,3.0,9.0,10.0,0
SBT,Sterling Bancorp Inc/MI,-21.4,24.1,0.3,207.0,52.9633,12.0,1.333333373,635.56,11/17/2017,85917W102,0.6,207.0,52.9633,28.0082,14228200.0,14-Dec,Priced Within Range,3.0,9.0,44.0,0
SBY,Silver Bay Realty Trust Corp,11.3,-1.9,-0.0686116,281.894,37.3298,18.5,-1.405405402,690.6,12/14/2012,82735Q102,0.9,281.894,37.3298,0.0046488,1649.0,18 - 20,Priced Within Range,3.0,3.0,3.0,0
SBYN,Seebeyond Technology Corp,18.8,0.2,-5.2,48.0,67.3399,12.0,48.95833206,808.08,4/28/2000,815704101,0.0839398,48.0,67.3399,0.0114016,9700.0,12-Dec,Priced Within Range,4.0,8.0,151.0,0
SC,Santander Consumer USA Holding,2.5,11.2,6.3,2045.81,347.381,24.0,5.0,8337.14,1/23/2014,80283M101,12.6,2045.81,347.381,106.716,326668000.0,22 - 24,Priced Within Range,3.0,26.0,242.0,0
SCM,Stellus Capital Investment Cor,12.3,52.7,2.4,120.0,10.8273,15.0,0.533333361,162.41,11/8/2012,858568108,-3.9,120.0,10.8273,16.6341,3251300.0,15 - 15,Priced Within Range,3.0,24.0,37.0,0
SCMP,Sucampo Pharmaceuticals Inc,50.1,8.0,-35.6,49.588,16.1005,11.5,6.608695507,185.16,8/2/2007,864909106,0.1,49.588,16.1005,0.238949,111438.0,14 - 16,Priced Below Range,0.0,13.0,15.0,0
SCOR,comScore Inc,3.0,-13.6,-1.5,100.568,28.1803,16.5,42.24242401,464.97,6/27/2007,20564W105,0.1,100.568,28.1803,71.654,65928500.0,14 - 16,Priced Above Range,4.0,8.0,219.0,1
SCPL,Sciplay Corp,4.1,3.1,2.6,363.52,22.72,16.0,-4.6875,363.52,5/3/2019,809087109,6.7,363.52,22.72,96.8549,21982700.0,14 - 16,Priced Within Range,1.0,5.0,179.0,0
SCTL,Societal CDMO Inc,13.3,-15.0,-9.5,34.5,7.7076,8.0,3.75,61.66,3/7/2014,75629F109,0.2,34.5,7.7076,53.1689,30147100.0,12-Oct,Priced Below Range,0.0,13.0,65.0,0
SCU,Sculptor Capital Management In,-32.2,2.8,1.4,1152.0,74.1386,32.0,-4.21875,2372.44,11/14/2007,811246107,19.1,1152.0,74.1386,54.0229,12923900.0,30 - 33,Priced Within Range,3.0,26.0,39.0,0
SCVXU,SCVX Corp,4484.9,89.0,9.7,230.0,23.0,10.0,3.200000048,230.0,1/24/2020,N.A.,-0.0268408,230.0,23.0,0.0730913,16811.0,10-Oct,Priced Within Range,9.0,61.0,243.0,0
SCWX,SecureWorks Corp,-4.6,-7.4,-7.1,112.0,10.671,14.0,0.0,149.394,4/22/2016,81374A105,0.2,112.0,10.671,71.197,10658500.0,15.50 - 17.50,Priced Below Range,1.0,1.0,127.0,0
SD,SandRidge Energy Inc,46.8,69.1,42.6,841.867,141.851,26.0,23.07692337,3688.13,11/6/2007,80007P869,3.0,841.867,141.851,67.4879,24881400.0,22 - 24,Priced Above Range,2.0,28.0,43.0,1
SDC,SmileDirectClub Inc,-2.9,-16.0,-12.3,1346.35,0.0,23.0,-27.52173996,0.0,9/12/2019,83192H106,-1.2,1346.35,0.0,39.9932,48705700.0,19 - 22,Priced Above Range,0.0,22.0,61.0,1
SDGR,Schrodinger Inc/United States,27.6,-72.7,-21.4,232.302,50.0654,17.0,68.47058868,851.112,2/6/2020,80810D103,-1.0,232.302,50.0654,98.8228,61342500.0,14 - 16,Priced Above Range,1.0,5.0,22.0,1
SDPI,Superior Drilling Products Inc,27.3,-3.9,5.0,31.05,16.2791,4.0,12.25,65.12,5/23/2014,868153107,0.019946,31.05,16.2791,10.5611,3088600.0,7-May,Priced Below Range,2.0,29.0,161.0,0
SEAS,SeaWorld Entertainment Inc,248.2,17.0,12.3,807.3,92.737,27.0,24.14814758,2503.9,4/19/2013,81282V100,6.4,807.3,92.737,128.434,82051900.0,24 - 27,Priced Within Range,5.0,16.0,30.0,0
SEER,Seer Inc,908.6,-1075.5,-16.0,201.25,53.8631,19.0,197.1578979,1023.4,12/4/2020,81578P106,-0.7,201.25,53.8631,95.7471,56104500.0,16 - 18,Priced Above Range,0.0,21.0,29.0,1
SELB,Selecta Biosciences Inc,412.6,-30.1,24.1,74.0544,18.1892,14.0,0.0,254.649,6/22/2016,816212104,-0.5,74.0544,18.1892,51.8378,79328000.0,14 - 16,Priced Within Range,0.0,21.0,29.0,0
SEM,Select Medical Holdings Corp,12.1,6.4,2.3,336.027,159.696,10.0,0.899999976,1596.96,9/25/2009,81619Q105,3.0,336.027,159.696,84.9411,107861000.0,13-Nov,Priced Below Range,0.0,0.0,56.0,0
SEND,SendGrid Inc,39.9,-5.5,-3.4,150.88,0.0,16.0,12.5,0.0,11/15/2017,816883102,1.4,150.88,0.0,0.0654438,31190.0,13.50 - 15.50,Priced Above Range,1.0,5.0,82.0,1
SENS,Senseonics Holdings Inc,176.3,-2211.8,106.8,49.02,92.9601,2.85,21.05263519,264.936,3/18/2016,81727U105,-0.1,49.02,92.9601,24.2624,116037000.0,2.85 - 2.85,Priced Within Range,0.0,13.0,162.0,0
SEP,Spectra Energy Partners LP,-23.0,31.2,2.9,253.0,44.6299,22.0,30.22727203,981.86,6/27/2007,84756N109,5.1,253.0,44.6299,0.0700392,339618.0,19 - 21,Priced Above Range,2.0,2.0,2.0,1
