,Issuer Ticker,Issuer Name,Sales - 1 Yr Growth,Profit Margin,Return on Assets,Offer Size (M),Shares Outstanding (M),Offer Price,Offer To 1st Close,Market Cap at Offer (M),Trade Date (US),cusip,Cash Flow per Share,Offer Size (M),Shares Outstanding (M),Instit Owner (% Shares Out),Instit Owner (Shares Held),Filing Term Price Range,Priced Range,Industry Sector,Industry Group,Industry Subgroup
3486,STWD US,Starwood Property Trust Inc,12.7,30,0.9,931.5,48.4575,20,0,969.15,8/12/2009,85571B105,-3.4,931.5,48.4575,47.5806,147302000,20 - 20,Priced Within Range,Financial,REITS,REITS-Mortgage
3487,STWOU US,ESS Tech Inc,,,-239.1,250,25,10,0.200000003,250,9/17/2020,N.A.,-0.6,250,25,0.17932,44830,10-Oct,Priced Within Range,Industrial,Electrical Compo&Equip,Batteries/Battery Sys
3488,STXB US,Spirit of Texas Bancshares Inc,-1.9,30.1,1.3,48.3,9.6916,21,4.047618866,203.524,5/4/2018,84861D103,3.1,48.3,9.6916,2.47182,431477,20 - 22,Priced Within Range,Financial,Banks,Commer Banks-Central US
3489,STXS US,Stereotaxis Inc,31.5,-30.6,-30.1,47.6988,26.634,8,-2.25,213.07,8/12/2004,85916J409,-0.0389886,47.6988,26.634,48.3627,36197000,10-Aug,Priced Within Range,"Consumer, Non-cyclical",Healthcare-Products,Medical Instruments
3490,SUAI US,Specialty Underwriters' Allian,,,-0.0816858,124.659,14.364,9.5,0.736842096,136.46,11/18/2004,84751T309,,124.659,14.364,,,9.50 - 9.50,Priced Within Range,Financial,Insurance,Property/Casualty Ins
3491,SUM US,Summit Materials Inc,3.3,6.3,6.7,459.9,26.581,18,16.5,418.518,3/12/2015,86614U100,3,459.9,26.581,114.115,132814000,17 - 19,Priced Within Range,Industrial,Building Materials,Bldg&Construct Prod-Misc
3492,SUMO US,Sumo Logic Inc,19.4,-50.9,-22.7,374.44,100.91,22,22.18181801,2220.02,9/17/2020,86646P103,-0.2,374.44,100.91,86.3772,102398000,17 - 21,Priced Above Range,Technology,Software,Computer Software
3493,SUMRU US,Summer Infant Inc,-7.4,-2,-8.6,55.2,10,6,4.983333111,60,4/22/2005,865646202,,55.2,10,,,6-Jun,Priced Within Range,"Consumer, Non-cyclical",Household Products/Wares,Consumer Products-Misc
3494,SUN US,Sunoco LP,64.3,2.9,8.5,223.962,10.9394,20.5,11.75609779,224.26,9/20/2012,86765K109,6.5,223.962,10.9394,30.6568,25679100,19 - 21,Priced Within Range,Energy,Oil&Gas,Oil Refining&Marketing
3495,SUNS US,SLR Senior Investment Corp,-7.8,39.3,1.8,184,9.7,20,-2,194,2/25/2011,83416M105,-11.8,184,9.7,0.202287,32465.1,20 - 20,Priced Within Range,Financial,Investment Companies,Investment Companies
3496,SUPN US,Supernus Pharmaceuticals Inc,11.4,9.2,3.5,52.2463,24.3613,5,7.400000095,121.81,5/1/2012,868459108,2.3,52.2463,24.3613,108.888,58862900,5-May,Priced Within Range,"Consumer, Non-cyclical",Pharmaceuticals,Medical-Drugs
3497,SURF US,Surface Oncology Inc,-97.8,-2920.9,-35.8,108,27.5973,15,-11.13333321,413.959,4/19/2018,86877M209,-1.4,108,27.5973,58.5803,35465900,13 - 15,Priced Within Range,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene
3498,SUSS US,Susser Holdings Corp,5.8,0.2,1.9,123.338,16.3242,16.5,9.090909004,269.35,10/19/2006,869233106,4.8,123.338,16.3242,,,16 - 18,Priced Within Range,"Consumer, Cyclical",Retail,Retail-Convenience Store
3499,SVACU US,Cyxtera Technologies Inc,,-36.6,-6.8,404.235,40.4235,10,0,404.235,9/10/2020,85521J208,0.1,404.235,40.4235,0.187317,75720,10-Oct,Priced Within Range,Communications,Telecommunications,Telecom Services
3500,SVNX US,724 Solutions Inc,21.1,-33.2,-56.7,156,35.4,26,176.2019196,920.4,1/27/2000,81788Q209,,156,35.4,,,20 - 22,Priced Above Range,Technology,Software,Applications Software
3501,SVOKU US,Boxed Inc,,-39,-45.2,258.75,25.875,10,1.600000024,258.75,12/18/2020,81787X205,,258.75,25.875,19.0145,4920000,10-Oct,Priced Within Range,"Consumer, Non-cyclical",Food,Food-Retail
3502,SVR US,Syniverse Holdings LLC/DE,-20.6,-24.7,-1.2,281.92,67.6672,16,0,1082.68,2/9/2005,87163F106,0.2,281.92,67.6672,,,20 - 22,Priced Below Range,"Consumer, Non-cyclical",Commercial Services,Commercial Serv-Finance
3503,SVSVU US,NuScale Power Corp,,,1.3,230,23,10,0,230,11/24/2020,N.A.,-0.0311734,230,23,7.82609,1800000,10-Oct,Priced Within Range,Industrial,Machinery-Constr&Mining,Machinery-Electric Util
3504,SVVS US,SAVVIS Inc,6.7,-5.7,-3.9,408,92.6109,24,0,2222.66,2/14/2000,805423308,3.2,408,92.6109,,,22 - 25,Priced Within Range,Technology,Computers,Computer Services
3505,SWAV US,Shockwave Medical Inc,249.8,-3.8,22.7,111.435,27.7618,17,79.41176605,471.951,3/7/2019,82489T104,0.4,111.435,27.7618,108.725,39295800,14 - 16,Priced Above Range,"Consumer, Non-cyclical",Healthcare-Products,Medical Products
3506,SWBD US,Switchboard Inc,29.3,13.6,2.8,82.5,23.7164,15,78.75,355.746,3/1/2000,871045100,0.1,82.5,23.7164,,,14-Dec,Priced Above Range,Communications,Internet,E-Commerce/Services
3507,SWCAU US,Healthcare Corp of America,,,-20.8,20,2,10,-0.5,20,11/8/2011,81661A503,-0.0493928,20,2,,,10-Oct,Priced Within Range,"Consumer, Non-cyclical",Pharmaceuticals,Pharmacy Services
3508,SWCH US,Switch Inc,15.7,0.9,12.9,610.938,35.9375,17,22.58823586,610.938,10/6/2017,87105L104,1.9,610.938,35.9375,96.9042,153063000,14 - 16,Priced Above Range,Communications,Telecommunications,Telecom Services
3509,SWI US,SolarWinds Corp,0.2,-7.1,-22.6,375,309.942,15,0.200000003,4649.13,10/19/2018,83417Q204,0.9,375,309.942,99.5634,160966000,15 - 16,Priced Within Range,Technology,Software,Computer Software
3510,SWRG US,Smith & Wollensky Restaurant G,,,-7.1,45.016,9.28246,8.5,-8.588234901,78.9,5/23/2001,831758107,,45.016,9.28246,,,10-Aug,Priced Within Range,"Consumer, Cyclical",Retail,Retail-Restaurants
3511,SWSI US,Nabors Completion & Production,,,-4.9,83.98,17.9167,13,40.92307663,232.92,7/29/2005,86837X105,,83.98,17.9167,,,13-Nov,Priced Within Range,Energy,Oil&Gas Services,Oil-Field Services
3512,SWTX US,SpringWorks Therapeutics Inc,,,-44,186.3,43.233,18,25.72222137,778.194,9/13/2019,85205L107,-2.6,186.3,43.233,107.915,67319500,16 - 18,Priced Within Range,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene
3513,SXC US,SunCoke Energy Inc,9.2,2.9,6.2,213.44,70,16,6.25,1120,7/21/2011,86722A103,2.8,213.44,70,91.384,76216400,15 - 17,Priced Within Range,Energy,Coal,Coal
3514,SXCP US,SunCoke Energy Partners LP,5.5,6.4,3,256.5,31.42,19,-3.947368383,596.98,1/18/2013,86722Y101,3.5,256.5,31.42,0.0278191,12860,19 - 21,Priced Within Range,Energy,Coal,Coal
3515,SXEEQ US,Southcross Energy Partners LLC,-7.1,-82.1,-67.3,207,13.5637,20,11.75,271.27,11/2/2012,84130C100,0.2,207,13.5637,54.4042,26492100,19 - 21,Priced Within Range,Energy,Pipelines,Pipelines
3516,SYA US,Symetra Financial Corp,18.3,-3.4,0.4,419.52,117.989,12,6.25,1415.87,1/22/2010,87151Q106,9.8,419.52,117.989,,,14-Dec,Priced Within Range,Financial,Insurance,Life/Health Insurance
3517,SYBX US,Synlogic Inc,221.8,-3452.7,-41.7,48.685,20.7617,7,0.714285731,140.397,10/1/2015,87166L100,-0.9,48.685,20.7617,59.9447,42272900,7-Jul,Priced Within Range,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene
3518,SYCRF US,Syncora Holdings Ltd,69.2,-29.7,-2.7,480.518,64.1364,20.5,0,1314.8,8/2/2006,N.A.,-1.5,480.518,64.1364,2.62111,2274260,21 - 23,Priced Below Range,Financial,Insurance,Financial Guarantee Ins
3519,SYF US,Synchrony Financial,-4.3,26.8,3.3,2955.36,833.765,23,0,19176.6,7/31/2014,87165B103,12.5,2955.36,833.765,120.334,542154000,23 - 26,Priced Within Range,Financial,Diversified Finan Serv,Finance-Consumer Loans
3520,SYNA US,Synaptics Inc,29.8,14.8,12.2,63.25,22.7821,11,19.18181801,250.6,1/28/2002,87157D109,11.8,63.25,22.7821,103.689,41341700,11-Sep,Priced Within Range,Technology,Semiconductors,Electronic Compo-Semicon
3521,SYNC US,Synacor Inc,-33.2,-14.2,-16.1,34.091,25.583,5,5,127.91,2/10/2012,871561106,0.0263018,34.091,25.583,15.127,6035110,6-May,Priced Within Range,Communications,Internet,Web Portals/ISP
3522,SYNF US,Synergy Financial Group Inc,,,0.3,14.5475,0,10,29.29999924,0,9/18/2002,87162V102,,14.5475,0,,,,,Financial,Banks,Commer Banks-Eastern US
3523,SYNH US,Syneos Health Inc,18,4.5,3.5,172.5,51.1999,18.5,10.75675678,947.198,11/7/2014,87166B102,4.3,172.5,51.1999,102.059,105023000,17 - 20,Priced Within Range,"Consumer, Non-cyclical",Healthcare-Services,Medical Labs&Testing Srv
3524,SYNP US,Synplicity Inc,,,11.3,34.4,23.4946,8,42.1875,187.96,10/12/2000,87160Y108,,34.4,23.4946,,,12-Oct,Priced Below Range,Technology,Software,Applications Software
3525,SYRS US,Syros Pharmaceuticals Inc,55.6,-368.5,-60.8,57.5,23.36,12.5,45.20000076,292,6/30/2016,87184Q206,-15.9,57.5,23.36,45.1144,9124810,14 - 16,Priced Below Range,"Consumer, Non-cyclical",Pharmaceuticals,Medical-Drugs
3526,TACA/U US,Trepont Acquisition Corp I,,,4,230,23,10,1.5,230,12/2/2020,N.A.,0.0403934,230,23,5.38899,1239470,10-Oct,Priced Within Range,Diversified,Holding Companies-Divers,Specified Purpose Acquis
3527,TACAU US,TAC Acquisition Corp,,,,132,25,6,0.166666672,150,6/29/2005,873392203,,132,25,,,6-Jun,Priced Within Range,Diversified,Holding Companies-Divers,Specified Purpose Acquis
3528,TACOU US,Del Taco Restaurants Inc,7.2,1,0.7,150,15,10,0.200000003,150,11/14/2013,52748T203,1.2,150,15,,,10-Oct,Priced Within Range,"Consumer, Cyclical",Retail,Retail-Restaurants
3529,TAM US,Taminco Corp,7.5,-0.5,2.3,254.402,66.399,15,-3,995.99,4/18/2013,87509U106,2,254.402,66.399,,,18 - 20,Priced Below Range,Basic Materials,Chemicals,Chemicals-Other
3530,TAQ/U US,Transforma Acquisition Group I,,,0.9,100,0,8,-0.375,0,12/20/2006,8.94E+213,0.3,100,0,,,8-Aug,Priced Within Range,Diversified,Holding Companies-Divers,Specified Purpose Acquis
3531,TARA US,Protara Therapeutics Inc,,,-22.6,70.265,15.9104,10,0.300000012,149.939,10/22/2014,74365U107,-3,70.265,15.9104,54.8503,6180190,14-Dec,Priced Below Range,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene
3532,TARG US,Targanta Therapeutics Corp,,,-115.4,57.5,20.9692,10,-6,209.69,10/10/2007,87612C100,-7.8,57.5,20.9692,0.00952908,2000,14-Dec,Priced Below Range,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene
3533,TARS US,Tarsus Pharmaceuticals Inc,,-24.2,-29.6,101.2,20.084,16,28.625,321.344,10/16/2020,87650L103,0.1,101.2,20.084,82.8038,22085600,15 - 17,Priced Within Range,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene
3534,TAST US,Carrols Restaurant Group Inc,6.7,-2.6,-4.3,143,21.6255,13,16.92307663,281.13,12/15/2006,14574X104,1.4,143,21.6255,29.836,15894600,14 - 16,Priced Below Range,"Consumer, Cyclical",Retail,Retail-Restaurants
3535,TAYC US,Taylor Capital Group Inc,4.2,18.7,0.8,51.3563,9.09178,16.5,2.727272749,150.01,10/15/2002,876851106,23.4,51.3563,9.09178,,,18 - 20,Priced Below Range,Financial,Banks,Commer Banks-Central US
3536,TBHS US,Bank Holdings/The,-13.8,-302.6,,17.0775,0,11,31.81818199,0,3/17/2004,8.83E+108,-0.4,17.0775,0,,,11-Nov,Priced Within Range,Financial,Banks,Commer Banks-Western US
3537,TBIO US,Translate Bio Inc,1678.7,-38.7,5.9,126.287,45.1421,13,-11.38461494,586.847,6/28/2018,89374L104,3.5,126.287,45.1421,6.61551,5000450,14-Dec,Priced Within Range,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene
3538,TBK US,Triumph Bancorp Inc,15.5,26.6,1.9,92.46,17.5918,12,6.25,211.102,11/7/2014,8.97E+304,5.5,92.46,17.5918,91.9719,22513100,14 - 16,Priced Below Range,Financial,Banks,Commer Banks-Central US
3539,TBLTU US,Toughbuilt Industries Inc,77.5,-53.5,-67.3,13.35,9.4208,5,-3.599999905,47.104,11/9/2018,89157G306,-0.6,13.35,9.4208,,,4.50 - 5.50,Priced Within Range,Industrial,Hand/Machine Tools,Tools-Hand Held
3540,TBNK US,Territorial Bancorp Inc,-12.7,28.8,0.7,122.331,0,10,49.90000153,0,7/13/2009,88145X108,1.3,122.331,0,47.2662,4307680,10-Oct,Priced Within Range,Financial,Savings&Loans,S&L/Thrifts-Western US
3541,TBRA US,Tobira Therapeutics Inc,,,-88.3,46.686,21.303,4,17.5,85.21,8/22/2013,88883P101,-2.5,46.686,21.303,0.219677,41346,5-May,Priced Below Range,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene
3542,TBRGU US,Repay Holdings Corp,41.4,-22.8,-0.5,258,25.8,10,0.5,258,6/19/2018,N.A.,0.6,258,25.8,0.0628295,16210,10-Oct,Priced Within Range,"Consumer, Non-cyclical",Commercial Services,Commercial Serv-Finance
3543,TCBI US,Texas Capital Bancshares Inc,-18.3,28,0.5,75.9,24.4264,11,9,268.69,8/13/2003,88224Q107,13,75.9,24.4264,112.82,56296200,12-Oct,Priced Within Range,Financial,Banks,Commer Banks-Central US
3544,TCDA US,Tricida Inc,,,-95.6,255.645,41.9444,19,36.84210587,796.944,6/28/2018,89610F101,-2.7,255.645,41.9444,100.277,58188700,16 - 18,Priced Above Range,"Consumer, Non-cyclical",Pharmaceuticals,Medical-Drugs
3545,TCMD US,Tactile Systems Technology Inc,11.1,-5.6,-12,41.2,16.769,10,10.80000019,167.69,7/28/2016,87357P100,0.1,41.2,16.769,103.871,20934900,10-Oct,Priced Within Range,"Consumer, Non-cyclical",Healthcare-Products,Medical Products
3546,TCON US,Tracon Pharmaceuticals Inc,,-8285.2,-142.9,36,12.0928,10,-6,120.928,1/30/2015,89237H209,-1.3,36,12.0928,50.331,11179200,14-Dec,Priced Below Range,"Consumer, Non-cyclical",Pharmaceuticals,Medical-Generic Drugs
3547,TCPC US,BlackRock TCP Capital Corp,-4,81,3.9,84.8125,21.4756,14.75,-1.355932236,316.77,4/4/2012,9.26E+111,-1.4,84.8125,21.4756,32.9403,19028700,14.75 - 14.75,Priced Within Range,Financial,Investment Companies,Investment Companies
3548,TCRR US,TCR2 Therapeutics Inc,,,-38.4,86.25,23.9399,15,0.466666669,359.099,2/14/2019,87808K106,-2.1,86.25,23.9399,75.5416,29202100,14 - 16,Priced Within Range,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene
3549,TCS US,Container Store Group Inc/The,10.5,7.4,5.4,258.75,47.9229,18,101.1111145,862.61,11/1/2013,210751103,1.1,258.75,47.9229,88.154,44631200,17 - 18,Priced Within Range,"Consumer, Cyclical",Retail,Retail-Misc/Diversified
3550,TCW/U US,Triplecrown Acquisition Corp,,,0.1,552,67.2,10,1.100000024,672,10/22/2007,89677G208,0.0627375,552,67.2,,,10-Oct,Priced Within Range,Diversified,Holding Companies-Divers,Specified Purpose Acquis
3551,TCYF US,TransCommunity Financial Corp,19.1,21.5,1.1,18.4,2.29324,8,-100,18.35,7/19/2005,893548107,0.2,18.4,2.29324,,,,,Financial,Banks,Commer Banks-Southern US
3552,TDG US,TransDigm Group Inc,-5.9,14.1,4.2,264.551,45.8448,21,14.76190472,962.74,3/15/2006,893641100,16.2,264.551,45.8448,117.854,64082600,20 - 22,Priced Within Range,Industrial,Aerospace/Defense,Aerospace/Defense
3553,TDOC US,Teladoc Health Inc,85.8,-21,-76.5,180.262,38.2838,19,50,703.88,7/1/2015,87918A105,1.2,180.262,38.2838,101.005,163554000,15 - 17,Priced Above Range,"Consumer, Non-cyclical",Healthcare-Services,Medical-Outptnt/Home Med
3554,TEA US,Teavana Holdings Inc,34.8,10.5,12.9,139.643,39.1119,17,63.52941132,664.9,7/28/2011,87819P102,0.5,139.643,39.1119,,,13 - 15,Priced Above Range,"Consumer, Non-cyclical",Beverages,Tea
3555,TEAF US,Ecofin Sustainable and Social,,,,260,0,20,0,0,3/27/2019,27901F109,,260,0,27.169,3665090,20 - 20,Priced Within Range,Financial,Closed-end Funds,Closed-end Funds
3556,TEAR US,TearLab Corp,-9.3,-23.9,-38.1,100.8,41.7596,12,0,501.12,12/8/2004,878193200,-0.0783316,100.8,41.7596,0.0393269,9600,12-Oct,Priced Within Range,"Consumer, Non-cyclical",Healthcare-Products,Diagnostic Equipment
3557,TEKKU US,Tekkorp Digital Acquisition Co,,,12.5,250,25,10,-0.699999988,0,10/22/2020,N.A.,-0.0252202,250,25,2.75994,689985,10-Oct,Priced Within Range,Diversified,Holding Companies-Divers,Specified Purpose Acquis
3558,TELA US,Tela Bio Inc,61.7,-112.9,-64.7,52,11.0068,13,2.692307711,143.088,11/8/2019,872381108,-2.1,52,11.0068,102.634,19663700,14 - 16,Priced Below Range,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene
3559,TENB US,Tenable Holdings Inc,22.9,-8.6,-6.5,288.305,92.7145,23,31.52173996,2132.43,7/26/2018,88025T102,0.9,288.305,92.7145,97.0136,109154000,20 - 22,Priced Above Range,Technology,Computers,Computer Data Security
3560,TEP US,Tallgrass Energy Partners LP,9.4,28.6,4.1,313.9,25.85,21.5,0,555.77,5/14/2013,874697105,3.8,313.9,25.85,0.788521,577233,21 - 23,Priced Within Range,Energy,Pipelines,Pipelines
3561,TERP US,TerraForm Power Inc,22.7,-15.8,-1.9,576.87,30.7372,25,32.36000061,768.43,7/18/2014,88104R209,1.5,576.87,30.7372,100.493,227649000,23 - 25,Priced Within Range,Energy,Energy-Alternate Sources,Energy-Alternate Sources
3562,TFFP US,TFF Pharmaceuticals Inc,,,-84.2,22,17.8254,5,1.399999976,89.127,10/25/2019,87241J104,-1.1,22,17.8254,22.3923,5714080,5-May,Priced Within Range,"Consumer, Non-cyclical",Pharmaceuticals,Medical-Drugs
3563,TFSCU US,Limbach Holdings Inc,-13.7,1.3,2.8,46,0,10,0.300000012,0,7/16/2014,68245V202,,46,0,,,10-Oct,Priced Within Range,Industrial,Engineering&Construction,Building&Construct-Misc
3564,TGE US,Tallgrass Energy LP,9.4,28.6,4.1,1384.03,47.725,29,9.482758522,1203.5,5/7/2015,874696107,3.8,1384.03,47.725,32.1619,57773300,24 - 27,Priced Above Range,Energy,Pipelines,Pipelines
3565,TGH US,Textainer Group Holdings Ltd,28.2,33.3,4.2,148.5,47.6046,16.5,3.030303001,785.48,10/10/2007,N.A.,12.3,148.5,47.6046,86.4407,38851700,19 - 21,Priced Below Range,"Consumer, Non-cyclical",Commercial Services,Rental Auto/Equipment
3566,TGY/U US,Tremisis Energy Acquisition Co,,,-1,77.8614,0,8,-1.125,0,12/7/2007,89472N200,0.0203151,77.8614,0,,,8-Aug,Priced Within Range,Diversified,Holding Companies-Divers,Specified Purpose Acquis
3567,THBRU US,Thunder Bridge Acquisition II,,,,345,34.5,10,0.699999988,345,8/9/2019,N.A.,,345,34.5,,,10-Oct,Priced Within Range,Diversified,Holding Companies-Divers,Specified Purpose Acquis
3568,THCAU US,Tuscan Holdings Corp II,,,1.4,172.5,17.25,10,0.400000006,172.5,7/12/2019,90070A202,-0.0372147,172.5,17.25,61.3304,4511220,10-Oct,Priced Within Range,Diversified,Holding Companies-Divers,Specified Purpose Acquis
3569,THCBU US,Microvast Holdings Inc,41.3,-135.8,-40.3,276,24.135,10,1.299999952,241.35,3/5/2019,90069K203,-0.2,276,24.135,0.0142903,4032,10-Oct,Priced Within Range,"Consumer, Cyclical",Auto Parts&Equipment,Auto/Trk Prts&Equip-Orig
3570,THE US,Todco,70.7,20.1,23.9,165.6,12,12,14.16666698,144,2/5/2004,88889T107,3.1,165.6,12,,,13-Nov,Priced Within Range,Energy,Oil&Gas,Oil&Gas Drilling
3571,THOR US,Synthorx Inc,,,-56.7,150.696,32.0172,11,14.63636398,352.189,12/7/2018,87167A103,-5.2,150.696,32.0172,3.14707,1019800,12-Oct,Priced Within Range,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene
3572,THQ US,Tekla Healthcare Opportunities,,,,770,0,20,0,0,7/29/2014,879105104,,770,0,20.1107,8317000,20 - 20,Priced Within Range,Financial,Closed-end Funds,Closed-end Funds
3573,THR US,Thermon Group Holdings Inc,28.7,5.6,5.8,127.8,29.51,12,2.333333254,354.12,5/5/2011,88362T103,0.8,127.8,29.51,102.154,34214700,14-Dec,Priced Within Range,Industrial,Machinery-Diversified,Machinery-Therml Process
3574,THST US,Truett-Hurst Inc,-69.9,-10,,16.2,2.7,6,-5.333333492,16.2,6/20/2013,897871109,,16.2,2.7,6.07971,278942,8-Jun,Priced Within Range,"Consumer, Non-cyclical",Beverages,Beverages-Wine/Spirits
3575,THW US,Tekla World Healthcare Fund,,,,580,0,20,0,0,6/26/2015,87911L108,,580,0,11.9888,4501300,20 - 20,Priced Within Range,Financial,Closed-end Funds,Closed-end Funds
3576,TIBRU US,Tiberius Acquisition Corp,,,-7.5,172.5,17.25,10,0.200000003,172.5,3/16/2018,88633A206,-0.0072408,172.5,17.25,,,10-Oct,Priced Within Range,Diversified,Holding Companies-Divers,Specified Purpose Acquis
3577,TIG US,Trean Insurance Group Inc,7.7,8.8,1.7,178.821,51.1429,15,3.400000095,767.144,7/16/2020,89457R101,1.8,178.821,51.1429,31.7034,16238700,13 - 15,Priced Within Range,Financial,Insurance,Insurance Brokers
3578,TIL/U US,Trans-India Acquisition Corp,,,1.2,92,0,8,2,0,2/9/2007,893237206,,92,0,,,8-Aug,Priced Within Range,Diversified,Holding Companies-Divers,Specified Purpose Acquis
3579,TIPT US,Tiptree Inc,48.1,3.1,-0.2,225,21.0124,15,-10,315.19,6/22/2007,88822Q103,6.1,225,21.0124,34.6172,12549600,15 - 17,Priced Within Range,Financial,Insurance,Property/Casualty Ins
3580,TISUQ US,Orchids Paper Products Co,14.8,-20.1,-11,17.25,3.875,8,6.25,31,7/15/2005,68572N104,-1.6,17.25,3.875,12.7644,1362010,9-Jul,Priced Within Range,Basic Materials,Forest Products&Paper,Paper&Related Products
3581,TITN US,Titan Machinery Inc,21.3,3.8,9,58.65,12.2289,8.5,11.52941132,103.95,12/6/2007,88830R101,7.1,58.65,12.2289,87.8039,19815500,7.50 - 9.50,Priced Within Range,"Consumer, Cyclical",Distribution/Wholesale,Distribution/Wholesale
3582,TLCR US,Talecris Biotherapeutics Holdi,4.4,10.3,10.7,1064,125.784,19,11.31578922,2389.9,10/1/2009,874227101,2,1064,125.784,,,18 - 20,Priced Within Range,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene
3583,TLCT US,DirecTV Broadband Inc,4901,-1854,-110.3,132,0,12,10.41666698,0,3/29/2000,87971D103,-1.6,132,0,,,12-Oct,Priced Within Range,Communications,Media,Broadcast Serv/Program
3584,TLEO US,Taleo Corp,30.1,-5.6,-3.1,93.8,21.8283,14,-2.857142925,305.6,9/29/2005,87424N104,0.7,93.8,21.8283,,,14 - 16,Priced Within Range,Technology,Software,Enterprise Software/Serv
3585,TLMR US,Talmer Bancorp Inc,-3.9,19.9,1.1,232.556,69.9431,13,6.153846264,909.26,2/12/2014,87482X101,2,232.556,69.9431,,,12.50 - 14.50,Priced Within Range,Financial,Banks,Commer Banks-Central US
3586,TLND US,Talend SA,15.9,-27.6,-22.7,108.675,6.0375,18,41.66666794,108.675,7/29/2016,874224207,-0.8,108.675,6.0375,129.149,42502400,15 - 17,Priced Above Range,Technology,Software,Computer Software
3587,TLOG US,TetraLogic Pharmaceuticals Cor,,,-59.9,57.5575,22.2394,7,0,155.68,12/12/2013,88165U109,-1.4,57.5575,22.2394,0.379154,93913,7-Jul,Priced Within Range,"Consumer, Non-cyclical",Pharmaceuticals,Medical-Drugs
3588,TLP US,TransMontaigne Partners LLC,9,7.3,2.4,82.39,3.9725,21.4,14.53271198,85.01,5/25/2005,89376V100,7.7,82.39,3.9725,,,19.40 - 21.40,Priced Within Range,Energy,Pipelines,Pipelines
3589,TLRA US,Telaria Inc,23.3,-13.2,-4.1,75,49.4231,10,-15,494.23,6/27/2013,879181105,0.0497553,75,49.4231,10.7216,5151440,13-Nov,Priced Below Range,Communications,Advertising,Advertising Agencies
3590,TLS US,Telos Corp,34.7,-17.7,-15.8,292.641,62.0853,17,19.35294151,1055.45,11/19/2020,87969B101,0.1,292.641,62.0853,67.4849,45357000,16 - 18,Priced Within Range,Technology,Computers,Computers-Integrated Sys
3591,TLYS US,Tilly's Inc,45.9,8.2,7.1,142.6,8,15.5,8.451612473,124,5/4/2012,886885102,2,142.6,8,84.1695,19194500,11.50 - 13.50,Priced Above Range,"Consumer, Cyclical",Retail,Retail-Apparel/Shoe
3592,TMCXU US,BRMK Management Corp,,,,345,34.5,10,0.100000002,345,5/15/2018,89653L205,,345,34.5,,,10-Oct,Priced Within Range,Financial,Investment Companies,Investment Companies
3593,TMDX US,TransMedics Group Inc,18,-146.1,-20.7,104.696,20.0996,16,39.75,321.594,5/2/2019,89377M109,-1,104.696,20.0996,105.981,33833600,15 - 17,Priced Within Range,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene
3594,TMH US,Team Health Holdings Inc,27.5,2.3,0.6,183.54,64.396,12,6.75,772.75,12/16/2009,87817A107,2,183.54,64.396,,,14 - 16,Priced Below Range,"Consumer, Non-cyclical",Healthcare-Services,Phys Practice Mgmnt
3595,TMHC US,Taylor Morrison Home Corp,22.3,8.8,12.3,722.854,28.572,22,4.727272511,628.58,4/10/2013,87724P106,2.9,722.854,28.572,103.387,112017000,20 - 22,Priced Within Range,"Consumer, Cyclical",Home Builders,Bldg-Residential/Commer
3596,TMPMU US,Turmeric Acquisition Corp,,,1.5,97.75,10.165,10,0.400000006,101.65,10/16/2020,N.A.,-0.0610726,97.75,10.165,3.73467,380582,10-Oct,Priced Within Range,Diversified,Holding Companies-Divers,Specified Purpose Acquis
3597,TMS US,Tms International Holding Corp,-5,1,3.1,167.44,34.626,13,-7.692307472,450.14,4/14/2011,87261Q103,3,167.44,34.626,3.26085,481480,15 - 17,Priced Below Range,"Consumer, Non-cyclical",Commercial Services,Commercial Services
3598,TMTA US,Transmeta Corp,-94.8,-2547.6,4.6,273,127.753,21,115.4761887,2682.81,11/6/2000,89376R208,-4.1,273,127.753,,,16 - 18,Priced Above Range,Technology,Semiconductors,Electronic Compo-Semicon
3599,TMTSU US,Spartacus Acquisition Corp,,,,200,20,10,0,200,10/15/2020,84677L208,,200,20,,,10-Oct,Priced Within Range,Technology,Computers,Computers-Other
3600,TMUS US,T-Mobile US Inc,17.1,3.7,0.7,1322.5,346.248,23,19.13043404,7963.7,4/18/2007,872590104,14.4,1322.5,346.248,44.3545,551838000,19 - 21,Priced Above Range,Communications,Telecommunications,Cellular Telecom
